node_id	pr_value
663930	0.00017092881018791718
482708	9.502744451179907e-05
1034017	5.336235262157398e-05
663559	4.9263661148347853e-05
357530	4.471091351651098e-05
663605	4.4256728467859315e-05
1120567	4.409659045067642e-05
663682	3.590407386797126e-05
1108860	3.580966174150319e-05
664788	3.427337212538993e-05
